(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
(73, 127)
